1966;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;13;21;36;70
1966;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;37;43;56;86
1966;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;65;67;70;71;89
1966;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;24;29;55;56;65
1966;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;25;28;62;82
1966;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;40;49;82;85
1966;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;30;32;45;46;77
1966;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;14;17;54;84
1966;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;43;59;85;90
1966;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;12;27;29;84
1966;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;35;44;69;75
1966;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;25;26;28;83
1966;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;45;74;78;79
1966;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;35;49;64;69;72
1966;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;7;12;65;74
1966;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;26;57;63;79
1966;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;25;37;51;60;87
1966;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;61;65;66;83;86
1966;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;19;35;37;66
1966;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;31;36;43;84
1966;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;20;23;52;53
1966;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;26;27;45;53;69
1966;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;45;49;71;78;86
1966;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;21;42;47;69;74
1966;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;23;54;56;61
1966;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;6;7;16;44
1966;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;41;60;66;68;84
1966;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;24;26;57;75;90
1966;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;21;32;38;41
1966;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;18;28;70;71
1966;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;5;58;67;72
1966;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;10;22;32;36
1966;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;23;47;59;66
1966;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;7;24;29;30
1966;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;44;50;62;70
1966;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;33;54;71;76;84
1966;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;17;42;63;85
1966;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;37;43;60;66;83
1966;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;42;69;74;85;89
1966;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;42;53;67;79
1966;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;29;66;71;77
1966;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;17;39;49;89
1966;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;51;59;64;75;86
1966;9;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;8;15;50;80
1966;8;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;69;80;83;87
1966;7;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;29;68;71;86
1966;6;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;35;48;60;70;89
1966;5;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;28;30;41;45
1966;4;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;17;39;51;89
1966;3;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;41;62;82;83
1966;2;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;38;59;65;83
1966;1;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;55;61;75;81;90
