2012;52;2012.12.30.;0;0 Ft;0;0 Ft;71;215 375 Ft;3107;4 920 Ft;43344;1 235 Ft;5;8;13;21;35;39;
2012;51;2012.12.23.;1;282 230 625 Ft;0;0 Ft;31;542 445 Ft;2345;7 170 Ft;40071;1 470 Ft;4;8;29;33;37;40;
2012;50;2012.12.16.;0;0 Ft;0;0 Ft;49;324 550 Ft;2358;6 745 Ft;41644;1 335 Ft;9;11;18;20;28;36;
2012;49;2012.12.09.;0;0 Ft;0;0 Ft;53;292 450 Ft;2705;5 730 Ft;40889;1 325 Ft;3;10;15;26;39;44;
2012;48;2012.12.02.;0;0 Ft;0;0 Ft;62;233 860 Ft;2635;5 505 Ft;41982;1 210 Ft;9;17;22;25;28;34;
2012;47;2012.11.25.;1;65 449 845 Ft;0;0 Ft;76;191 375 Ft;2922;4 980 Ft;45129;1 130 Ft;3;6;16;23;32;42;
2012;46;2012.11.18.;1;342 248 630 Ft;0;0 Ft;99;163 630 Ft;3479;4 655 Ft;50174;1 130 Ft;5;11;21;27;29;41;
2012;45;2012.11.11.;0;0 Ft;0;0 Ft;104;151 320 Ft;4121;3 820 Ft;60512;910 Ft;3;5;11;13;26;27;
2012;44;2012.11.04.;0;0 Ft;0;0 Ft;49;300 305 Ft;2456;5 990 Ft;39672;1 300 Ft;3;7;15;22;24;29;
2012;43;2012.10.28.;0;0 Ft;0;0 Ft;24;603 810 Ft;1619;8 950 Ft;32000;1 585 Ft;8;13;14;33;35;40;
2012;42;2012.10.21.;0;0 Ft;0;0 Ft;59;252 750 Ft;2665;5 595 Ft;39762;1 315 Ft;11;16;23;25;34;36;
2012;41;2012.10.14.;1;143 311 070 Ft;0;0 Ft;58;290 230 Ft;2771;6 075 Ft;41926;1 405 Ft;13;15;18;30;34;37;
2012;40;2012.10.07.;0;0 Ft;0;0 Ft;58;258 855 Ft;2758;5 445 Ft;41297;1 270 Ft;6;12;20;25;33;35;
2012;39;2012.09.30.;1;843 327 210 Ft;0;0 Ft;69;267 335 Ft;3103;5 945 Ft;48732;1 325 Ft;6;10;23;37;38;44;
2012;38;2012.09.23.;0;0 Ft;0;0 Ft;29;629 215 Ft;1917;9 520 Ft;35478;1 800 Ft;2;16;33;35;36;41;
2012;37;2012.09.16.;0;0 Ft;0;0 Ft;69;279 585 Ft;3050;6 325 Ft;50041;1 350 Ft;4;15;27;33;37;44;
2012;36;2012.09.09.;0;0 Ft;0;0 Ft;37;482 640 Ft;2286;7 810 Ft;43034;1 450 Ft;2;4;6;25;32;36;
2012;35;2012.09.02.;0;0 Ft;0;0 Ft;64;269 730 Ft;2534;6 810 Ft;43926;1 375 Ft;2;8;9;19;29;36;
2012;34;2012.08.26.;0;0 Ft;0;0 Ft;51;324 505 Ft;2878;5 750 Ft;49947;1 160 Ft;6;7;10;18;25;45;
2012;33;2012.08.19.;0;0 Ft;0;0 Ft;42;402 120 Ft;2009;8 405 Ft;38747;1 525 Ft;10;21;28;34;39;41;
2012;32;2012.08.12.;0;0 Ft;0;0 Ft;53;333 215 Ft;2658;6 645 Ft;44129;1 400 Ft;4;6;11;15;20;35;
2012;31;2012.08.05.;0;0 Ft;0;0 Ft;31;491 550 Ft;1767;8 625 Ft;34161;1 560 Ft;10;11;16;18;22;40;
2012;30;2012.07.29.;0;0 Ft;0;0 Ft;51;293 175 Ft;2337;6 400 Ft;39045;1 340 Ft;6;8;10;13;20;29;
2012;29;2012.07.22.;0;0 Ft;0;0 Ft;40;375 300 Ft;2530;5 935 Ft;43333;1 215 Ft;9;12;13;14;23;39;
2012;28;2012.07.15.;1;660 621 395 Ft;0;0 Ft;44;441 160 Ft;2892;6 710 Ft;48964;1 390 Ft;18;29;31;33;38;41;
2012;27;2012.07.08.;0;0 Ft;0;0 Ft;46;390 745 Ft;2389;7 525 Ft;42344;1 485 Ft;5;9;22;36;37;45;
2012;26;2012.07.01.;0;0 Ft;0;0 Ft;57;313 370 Ft;2855;6 255 Ft;44944;1 390 Ft;3;10;28;31;36;40;
2012;25;2012.06.24.;0;0 Ft;0;0 Ft;69;260 055 Ft;2639;6 800 Ft;45505;1 380 Ft;8;9;27;29;40;44;
2012;24;2012.06.17.;0;0 Ft;0;0 Ft;65;296 935 Ft;2658;7 260 Ft;44645;1 515 Ft;3;18;20;29;35;43;
2012;23;2012.06.10.;0;0 Ft;0;0 Ft;38;500 265 Ft;2191;8 675 Ft;43011;1 545 Ft;1;11;27;28;30;37;
2012;22;2012.06.03.;0;0 Ft;0;0 Ft;21;849 870 Ft;1435;12 435 Ft;35638;1 755 Ft;13;14;34;37;38;40;
2012;21;2012.05.27.;0;0 Ft;0;0 Ft;28;623 400 Ft;1309;13 335 Ft;31034;1 970 Ft;5;31;32;34;36;38;
2012;20;2012.05.20.;1;1 491 506 710 Ft;0;0 Ft;43;619 950 Ft;2226;11 975 Ft;45268;2 060 Ft;1;20;29;34;36;43;
2012;19;2012.05.13.;0;0 Ft;0;0 Ft;62;418 785 Ft;3650;7 115 Ft;66641;1 365 Ft;1;11;12;18;27;40;
2012;18;2012.05.06.;0;0 Ft;0;0 Ft;55;430 360 Ft;3135;7 550 Ft;56740;1 460 Ft;12;27;29;37;41;42;
2012;17;2012.04.29.;0;0 Ft;0;0 Ft;43;549 005 Ft;2638;8 950 Ft;50284;1 645 Ft;1;2;19;24;43;44;
2012;16;2012.04.22.;0;0 Ft;0;0 Ft;48;481 195 Ft;2895;7 980 Ft;53186;1 520 Ft;1;9;18;34;36;41;
2012;15;2012.04.15.;0;0 Ft;0;0 Ft;97;241 755 Ft;4341;5 400 Ft;65497;1 255 Ft;1;5;7;9;20;41;
2012;14;2012.04.08.;0;0 Ft;0;0 Ft;68;316 190 Ft;3817;5 635 Ft;61459;1 225 Ft;1;7;21;24;27;38;
2012;13;2012.04.01.;0;0 Ft;0;0 Ft;40;461 430 Ft;2188;8 435 Ft;40557;1 595 Ft;18;32;36;40;42;43;
2012;12;2012.03.25.;0;0 Ft;0;0 Ft;34;501 765 Ft;2048;8 330 Ft;37981;1 570 Ft;2;24;25;28;39;40;
2012;11;2012.03.18.;0;0 Ft;0;0 Ft;42;397 305 Ft;2927;5 700 Ft;50162;1 165 Ft;7;9;27;28;34;41;
2012;10;2012.03.11.;0;0 Ft;0;0 Ft;45;402 210 Ft;2870;6 305 Ft;45582;1 390 Ft;2;23;32;40;41;44;
2012;9;2012.03.04.;0;0 Ft;0;0 Ft;57;286 435 Ft;3007;5 430 Ft;45540;1 255 Ft;6;12;20;33;44;45;
2012;8;2012.02.26.;0;0 Ft;0;0 Ft;103;154 870 Ft;4501;3 545 Ft;56297;990 Ft;1;3;7;13;23;42;
2012;7;2012.02.19.;0;0 Ft;0;0 Ft;32;492 860 Ft;1450;10 875 Ft;29029;1 900 Ft;1;12;14;15;31;35;
2012;6;2012.02.12.;0;0 Ft;0;0 Ft;65;242 835 Ft;3404;4 635 Ft;50079;1 105 Ft;5;7;16;19;23;39;
2012;5;2012.02.05.;0;0 Ft;0;0 Ft;35;420 795 Ft;1947;7 565 Ft;34910;1 475 Ft;2;6;13;15;39;44;
2012;4;2012.01.29.;0;0 Ft;0;0 Ft;111;131 820 Ft;3539;4 135 Ft;46268;1 105 Ft;4;8;13;21;32;35;
