2007;52;2007.12.29.;0;0 Ft;54;1 215 930 Ft;5317;13 080 Ft;145776;930 Ft;9;12;15;49;66
2007;51;2007.12.22.;0;0 Ft;31;2 238 575 Ft;3333;22 050 Ft;111836;1 280 Ft;15;17;34;80;90
2007;50;2007.12.15.;0;0 Ft;59;1 117 985 Ft;5429;12 865 Ft;149181;910 Ft;11;13;18;39;76
2007;49;2007.12.08.;0;0 Ft;30;2 310 685 Ft;3229;22 735 Ft;94059;1 520 Ft;40;50;70;73;89
2007;48;2007.12.01.;0;0 Ft;31;1 941 821 Ft;3065;20 795 Ft;96824;1 280 Ft;6;27;60;71;82
2007;47;2007.11.24.;0;0 Ft;71;827 617 Ft;5032;12 364 Ft;128991;938 Ft;4;21;26;71;83
2007;46;2007.11.17.;0;0 Ft;19;3 111 056 Ft;3221;19 431 Ft;103672;1 174 Ft;9;34;50;63;90
2007;45;2007.11.10.;0;0 Ft;31;2 082 856 Ft;3582;19 086 Ft;111216;1 195 Ft;1;15;26;55;59
2007;44;2007.11.03.;0;0 Ft;19;2 566 688 Ft;2922;17 671 Ft;91981;1 092 Ft;15;22;23;70;88
2007;43;2007.10.27.;0;0 Ft;37;1 319 633 Ft;3634;14 226 Ft;103434;972 Ft;28;34;36;42;86
2007;42;2007.10.20.;0;0 Ft;26;2 093 060 Ft;3689;15 620 Ft;98150;1 142 Ft;25;30;40;55;74
2007;41;2007.10.13.;0;0 Ft;37;1 415 198 Ft;3336;16 619 Ft;105698;1 020 Ft;11;21;32;84;85
2007;40;2007.10.06.;0;0 Ft;40;1 195 677 Ft;3623;13 977 Ft;94710;1 040 Ft;1;18;30;69;90
2007;39;2007.09.29.;0;0 Ft;56;830 553 Ft;4021;12 247 Ft;93995;1 019 Ft;25;38;51;55;85
2007;38;2007.09.22.;0;0 Ft;68;744 350 Ft;4809;11 144 Ft;118275;881 Ft;27;37;39;57;66
2007;37;2007.09.15.;0;0 Ft;25;1 939 723 Ft;3032;16 935 Ft;92267;1 082 Ft;9;35;42;87;88
2007;36;2007.09.08.;0;0 Ft;54;815 262 Ft;4400;10 594 Ft;115607;784 Ft;2;4;17;25;41
