2007;52;2007.12.30.;0;0 Ft;0;0 Ft;59;273 115 Ft;2604;6 190 Ft;50853;1 110 Ft;13;25;32;43;44;45;
2007;51;2007.12.23.;0;0 Ft;0;0 Ft;64;260 260 Ft;3186;5 230 Ft;53344;1 095 Ft;3;7;8;14;30;35;
2007;50;2007.12.16.;0;0 Ft;0;0 Ft;72;220 230 Ft;3073;5 160 Ft;50371;1 105 Ft;18;20;21;23;37;41;
2007;49;2007.12.09.;0;0 Ft;0;0 Ft;61;274 955 Ft;3494;4 800 Ft;60075;980 Ft;10;13;20;26;27;33;
2007;48;2007.12.02.;0;0 Ft;0;0 Ft;34;436 210 Ft;2326;6 380 Ft;42604;1 220 Ft;4;5;11;14;35;45;
2007;47;2007.11.25.;1;882 002 799 Ft;0;0 Ft;62;286 812 Ft;3320;5 356 Ft;55681;1 118 Ft;10;17;22;26;28;30;
2007;46;2007.11.18.;0;0 Ft;0;0 Ft;91;194 999 Ft;3706;4 788 Ft;58973;1 053 Ft;2;5;14;17;24;28;
2007;45;2007.11.11.;0;0 Ft;0;0 Ft;55;343 373 Ft;3057;6 178 Ft;52421;1 261 Ft;10;13;15;29;30;39;
2007;44;2007.11.04.;0;0 Ft;0;0 Ft;44;333 487 Ft;2411;6 086 Ft;41857;1 227 Ft;1;8;18;29;30;34;
2007;43;2007.10.28.;0;0 Ft;0;0 Ft;83;175 191 Ft;3713;3 916 Ft;59302;858 Ft;6;23;25;33;39;41;
2007;42;2007.10.21.;0;0 Ft;0;0 Ft;47;312 593 Ft;3147;4 669 Ft;55894;920 Ft;2;11;27;30;33;34;
2007;41;2007.10.14.;0;0 Ft;0;0 Ft;53;297 836 Ft;2733;5 776 Ft;46446;1 190 Ft;8;21;29;37;39;43;
2007;40;2007.10.07.;0;0 Ft;0;0 Ft;53;270 701 Ft;2868;5 002 Ft;51523;975 Ft;7;13;15;23;24;29;
2007;39;2007.09.30.;0;0 Ft;0;0 Ft;102;136 785 Ft;4223;3 304 Ft;64519;757 Ft;3;5;7;25;34;42;
2007;38;2007.09.23.;0;0 Ft;0;0 Ft;25;551 391 Ft;1741;7 918 Ft;34312;1 406 Ft;15;26;28;29;33;36;
2007;37;2007.09.16.;0;0 Ft;0;0 Ft;72;191 507 Ft;3255;4 236 Ft;52590;918 Ft;7;21;30;31;40;45;
2007;36;2007.09.09.;0;0 Ft;0;0 Ft;51;258 412 Ft;2549;5 170 Ft;48284;955 Ft;11;18;19;37;39;44;
2007;35;2007.09.02.;0;0 Ft;0;0 Ft;104;123 508 Ft;3904;3 290 Ft;54723;822 Ft;2;6;8;12;24;25;
2007;34;2007.08.26.;1;119 495 108 Ft;0;0 Ft;60;218 467 Ft;3147;4 165 Ft;51007;899 Ft;9;16;19;30;35;41;
2007;33;2007.08.19.;0;0 Ft;0;0 Ft;45;298 810 Ft;2341;5 744 Ft;40329;1 167 Ft;8;11;14;28;34;43;
2007;32;2007.08.12.;1;414 115 758 Ft;0;0 Ft;67;252 065 Ft;3523;4 794 Ft;59566;992 Ft;4;11;21;34;38;40;
2007;31;2007.08.05.;0;0 Ft;0;0 Ft;54;287 109 Ft;3045;5 092 Ft;59157;917 Ft;11;19;25;26;27;29;
2007;30;2007.07.29.;0;0 Ft;0;0 Ft;182;80 688 Ft;6485;2 264 Ft;78475;655 Ft;7;13;18;27;30;33;
2007;29;2007.07.22.;0;0 Ft;1;29 525 700 Ft;47;307 420 Ft;2651;5 450 Ft;53123;952 Ft;8;13;14;17;19;45;20
2007;28;2007.07.15.;0;0 Ft;0;0 Ft;27;558 405 Ft;2352;6 410 Ft;45533;1 159 Ft;7;16;24;36;43;44;12
2007;27;2007.07.08.;0;0 Ft;1;14 428 871 Ft;34;424 379 Ft;2263;6 376 Ft;42435;1 190 Ft;10;13;15;22;40;44;8
2007;26;2007.07.01.;0;0 Ft;2;6 918 002 Ft;77;179 688 Ft;3502;3 951 Ft;52329;925 Ft;8;13;17;27;35;40;7
2007;25;2007.06.24.;1;384 808 486 Ft;1;15 332 827 Ft;137;111 918 Ft;4259;3 600 Ft;57737;929 Ft;12;14;17;26;35;37;42
2007;24;2007.06.17.;0;0 Ft;1;15 122 602 Ft;56;270 046 Ft;2802;5 397 Ft;51358;1 031 Ft;3;4;11;29;38;42;45
2007;23;2007.06.10.;0;0 Ft;2;7 726 808 Ft;124;124 626 Ft;5119;3 019 Ft;67904;797 Ft;5;11;19;24;38;40;28
2007;22;2007.06.03.;0;0 Ft;1;15 329 866 Ft;32;479 058 Ft;2292;6 688 Ft;41578;1 290 Ft;10;26;28;35;36;44;29
2007;21;2007.05.27.;0;0 Ft;1;15 002 297 Ft;31;483 945 Ft;2483;6 042 Ft;45452;1 155 Ft;8;17;24;29;34;35;21
2007;20;2007.05.20.;0;0 Ft;2;8 045 002 Ft;50;321 800 Ft;2857;5 632 Ft;55381;1 017 Ft;3;8;9;28;35;37;24
2007;19;2007.05.13.;0;0 Ft;2;8 807 035 Ft;84;209 691 Ft;3749;4 698 Ft;67834;909 Ft;3;11;14;17;18;20;16
2007;18;2007.05.06.;3;683 333 334 Ft;3;10 344 852 Ft;100;310 346 Ft;5451;5 693 Ft;109780;989 Ft;7;17;18;19;43;44;33
2007;17;2007.04.29.;0;0 Ft;5;6 057 760 Ft;122;248 269 Ft;6997;4 329 Ft;119292;889 Ft;2;3;9;18;22;44;27
2007;16;2007.04.22.;0;0 Ft;3;8 787 463 Ft;88;299 573 Ft;4206;6 268 Ft;75835;1 217 Ft;15;20;29;32;37;44;23
2007;15;2007.04.15.;0;0 Ft;1;25 638 694 Ft;51;502 719 Ft;3234;7 928 Ft;62406;1 438 Ft;1;16;20;34;35;42;39
2007;14;2007.04.08.;0;0 Ft;4;6 191 423 Ft;89;278 266 Ft;5380;4 603 Ft;91480;948 Ft;16;18;23;29;32;42;10
2007;13;2007.04.01.;0;0 Ft;4;10 795 826 Ft;65;330 022 Ft;4388;4 889 Ft;75120;999 Ft;2;13;14;18;32;45;37
2007;12;2007.03.25.;0;0 Ft;0;0 Ft;69;314 955 Ft;4602;4 722 Ft;75127;1 012 Ft;12;15;18;26;28;38;2
2007;11;2007.03.18.;0;0 Ft;1;20 836 570 Ft;98;212 618 Ft;4723;4 412 Ft;77786;938 Ft;8;13;17;34;41;44;5
2007;10;2007.03.11.;0;0 Ft;16;2 799 648 Ft;112;201 447 Ft;4563;4 945 Ft;74681;1 057 Ft;14;17;22;31;35;45;6
2007;9;2007.03.04.;0;0 Ft;0;0 Ft;95;234 024 Ft;4408;5 044 Ft;76049;1 023 Ft;5;8;20;21;28;32;6
2007;8;2007.02.25.;0;0 Ft;2;11 040 318 Ft;64;345 010 Ft;3551;6 218 Ft;69624;1 110 Ft;2;4;5;7;38;43;32
2007;7;2007.02.18.;0;0 Ft;5;4 270 315 Ft;86;248 274 Ft;4220;5 060 Ft;69810;1 070 Ft;4;12;20;29;33;43;16
2007;6;2007.02.11.;0;0 Ft;1;23 648 606 Ft;56;422 297 Ft;4346;5 441 Ft;79146;1 046 Ft;5;6;16;29;30;32;9
2007;5;2007.02.04.;0;0 Ft;1;39 628 928 Ft;76;269 012 Ft;3582;5 708 Ft;63862;1 120 Ft;19;24;35;36;37;45;12
2007;4;2007.01.28.;0;0 Ft;0;0 Ft;111;172 829 Ft;4366;4 394 Ft;64365;1 043 Ft;7;10;20;22;38;41;39
2007;3;2007.01.21.;0;0 Ft;2;9 337 158 Ft;126;148 209 Ft;4668;4 000 Ft;70024;933 Ft;12;16;27;32;35;45;28
2007;2;2007.01.14.;0;0 Ft;1;19 608 359 Ft;42;466 866 Ft;2667;7 352 Ft;55658;1 233 Ft;2;24;25;31;36;38;23
2007;1;2007.01.07.;0;0 Ft;3;5 688 549 Ft;49;348 279 Ft;2769;6 163 Ft;50191;1 190 Ft;10;15;29;34;37;41;17
