2004;53;2005.01.01.;0;0 Ft;30;1 964 731 Ft;4306;14 494 Ft;145152;836 Ft;38;55;65;66;67
2004;52;2004.12.25.;0;0 Ft;65;815 566 Ft;5391;10 412 Ft;131580;829 Ft;24;48;50;55;80
2004;51;2004.12.18.;0;0 Ft;52;1 019 275 Ft;5170;10 855 Ft;142182;767 Ft;8;11;17;45;81
2004;50;2004.12.11.;0;0 Ft;16;3 885 553 Ft;2036;32 331 Ft;83865;1 526 Ft;16;60;65;77;78
2004;49;2004.12.04.;0;0 Ft;84;591 444 Ft;6212;8 468 Ft;165392;618 Ft;11;13;22;38;47
2004;48;2004.11.27.;0;0 Ft;26;1 800 108 Ft;2917;16 989 Ft;94685;1 018 Ft;49;61;66;69;75
2004;47;2004.11.20.;0;0 Ft;49;930 867 Ft;4367;11 059 Ft;119355;787 Ft;27;29;34;37;59
2004;46;2004.11.13.;0;0 Ft;41;1 200 337 Ft;3476;14 991 Ft;105445;961 Ft;23;47;61;69;82
2004;45;2004.11.06.;0;0 Ft;27;1 656 751 Ft;2760;17 161 Ft;88481;1 041 Ft;28;38;47;62;79
2004;44;;0;0 Ft;27;1 636 218 Ft;2770;16 887 Ft;101002;901 Ft;56;67;72;75;80
2004;43;;1;152 800 684 Ft;22;1 837 280 Ft;2513;17 031 Ft;82727;1 006 Ft;1;27;29;74;78
2004;42;;0;0 Ft;55;839 398 Ft;4156;11 762 Ft;137612;691 Ft;7;10;53;56;61
2004;41;;1;1 720 814 058 Ft;110;590 234 Ft;8133;8 453 Ft;205709;650 Ft;2;5;17;36;73
2004;40;;0;0 Ft;25;2 422 732 Ft;3264;19 648 Ft;108176;1 153 Ft;31;32;44;68;75
2004;39;;0;0 Ft;58;1 020 464 Ft;5007;12 516 Ft;145954;835 Ft;18;27;31;38;44
2004;38;;0;0 Ft;42;1 390 581 Ft;4525;13 666 Ft;145746;825 Ft;12;26;69;70;71
2004;37;;0;0 Ft;17;3 280 839 Ft;2255;26 189 Ft;90715;1 266 Ft;6;75;82;83;86
2004;36;;0;0 Ft;34;1 528 863 Ft;3340;16 479 Ft;112526;951 Ft;1;32;33;40;69
2004;35;;0;0 Ft;36;1 384 883 Ft;3568;14 795 Ft;107582;954 Ft;16;38;48;56;60
2004;34;;0;0 Ft;39;1 232 818 Ft;3496;14 562 Ft;105175;941 Ft;7;44;46;77;83
2004;33;;0;0 Ft;55;1 030 428 Ft;5244;11 443 Ft;131244;889 Ft;26;43;57;64;71
2004;32;;0;0 Ft;38;1 232 714 Ft;3901;12 714 Ft;104362;924 Ft;6;25;32;43;82
2004;31;;0;0 Ft;95;495 353 Ft;5390;9 244 Ft;122860;789 Ft;18;26;49;68;76
2004;30;;0;0 Ft;77;582 106 Ft;5092;9 320 Ft;127695;723 Ft;9;23;37;40;83
2004;29;;0;0 Ft;48;967 228 Ft;3490;14 085 Ft;104357;916 Ft;10;27;32;59;75
2004;28;;0;0 Ft;28;1 876 366 Ft;3473;16 017 Ft;100369;1 078 Ft;33;55;62;86;88
2004;27;;0;0 Ft;32;1 429 321 Ft;3595;13 471 Ft;110359;853 Ft;11;26;35;51;85
2004;26;;0;0 Ft;42;1 088 626 Ft;3745;12 927 Ft;106843;881 Ft;39;43;51;63;77
2004;25;;0;0 Ft;44;1 041 733 Ft;5247;9 250 Ft;133402;707 Ft;9;29;37;52;65
2004;24;;0;0 Ft;69;748 193 Ft;6066;9 011 Ft;155956;682 Ft;4;19;38;40;60
2004;23;;4;250 904 037 Ft;251;239 746 Ft;11537;5 523 Ft;221828;559 Ft;10;21;49;56;67
2004;22;;0;0 Ft;102;537 020 Ft;6460;8 978 Ft;155261;726 Ft;1;24;49;67;71
2004;21;;0;0 Ft;84;631 313 Ft;6080;9 235 Ft;149401;731 Ft;2;11;25;32;67
2004;20;;0;0 Ft;34;1 692 297 Ft;3583;17 003 Ft;121552;975 Ft;22;30;34;39;75
2004;19;;0;0 Ft;37;1 494 730 Ft;4420;13 248 Ft;132184;861 Ft;2;18;32;55;59
2004;18;;0;0 Ft;35;1 359 743 Ft;3206;15 718 Ft;96279;1 018 Ft;28;33;65;86;88
2004;17;;0;0 Ft;36;1 349 861 Ft;3564;14 437 Ft;108201;925 Ft;6;29;58;71;81
2004;16;;0;0 Ft;69;674 281 Ft;4361;11 296 Ft;111911;856 Ft;12;35;41;44;73
2004;15;;0;0 Ft;48;1 087 053 Ft;5422;10 190 Ft;153150;701 Ft;19;20;28;63;89
2004;14;;0;0 Ft;57;809 586 Ft;3950;12 370 Ft;105711;899 Ft;10;23;47;58;84
2004;13;;0;0 Ft;35;1 338 675 Ft;3042;16 308 Ft;97214;992 Ft;5;40;66;81;87
2004;12;;1;760 014 220 Ft;21;2 487 212 Ft;2861;19 330 Ft;105749;1 017 Ft;24;38;45;48;89
2004;11;;0;0 Ft;36;1 573 560 Ft;4035;14 865 Ft;120058;971 Ft;27;31;41;49;60
2004;10;;0;0 Ft;47;1 266 278 Ft;4233;14 887 Ft;135283;906 Ft;1;6;27;40;58
2004;9;;0;0 Ft;57;874 845 Ft;5236;10 084 Ft;144818;709 Ft;13;36;53;59;75
2004;8;;0;0 Ft;86;596 969 Ft;5176;10 502 Ft;127255;831 Ft;38;47;49;58;69
2004;7;;0;0 Ft;46;1 410 540 Ft;4277;16 063 Ft;137948;968 Ft;36;46;55;59;72
2004;6;;0;0 Ft;18;2 723 936 Ft;2981;17 415 Ft;113920;886 Ft;13;70;72;76;78
2004;5;;0;0 Ft;16;2 947 428 Ft;2101;23 766 Ft;80409;1 207 Ft;30;42;61;65;66
2004;4;;1;84 189 343 Ft;41;1 163 593 Ft;3279;15 405 Ft;104891;936 Ft;22;36;40;55;61
2004;3;;1;185 978 722 Ft;55;919 350 Ft;3808;14 060 Ft;111223;936 Ft;20;33;51;76;79
2004;2;;0;0 Ft;122;449 374 Ft;7834;7 410 Ft;171519;658 Ft;8;13;47;56;85
2004;1;;2;245 247 361 Ft;55;976 161 Ft;5866;9 691 Ft;152979;723 Ft;11;20;27;32;55
