2005;52;2005.12.28.;0;0 Ft;114;134 821 Ft;4336;3 545 Ft;55482;739 Ft;12;18;21;24;27;28;35;1;8;10;16;19;23;35
2005;51;2005.12.21.;1;105 481 848 Ft;124;135 606 Ft;5060;3 323 Ft;65270;687 Ft;3;7;16;18;27;33;35;2;3;11;23;27;28;30
2005;50;2005.12.14.;0;0 Ft;45;376 743 Ft;2607;6 503 Ft;45726;989 Ft;1;5;7;11;12;26;34;18;19;20;26;27;32;35
2005;49;2005.12.07.;0;0 Ft;84;225 860 Ft;3623;5 237 Ft;54159;934 Ft;5;6;9;16;25;30;31;6;14;15;23;26;33;35
2005;48;2005.11.30.;2;15 932 560 Ft;102;156 202 Ft;3898;4 087 Ft;54222;784 Ft;2;3;13;14;21;24;34;3;8;15;16;20;24;32
2005;47;2005.11.23.;1;104 804 344 Ft;165;104 136 Ft;5730;2 999 Ft;67864;675 Ft;1;3;12;18;28;30;31;2;6;8;17;19;23;33
2005;46;2005.11.16.;0;0 Ft;72;246 116 Ft;3274;5 412 Ft;51769;913 Ft;1;10;13;14;20;23;33;5;11;22;24;25;28;30
2005;45;2005.11.09.;0;0 Ft;66;265 143 Ft;3229;5 419 Ft;53446;873 Ft;7;14;16;20;21;24;30;1;2;5;7;8;14;30
2005;44;2005.11.02.;1;64 414 506 Ft;87;177 550 Ft;3508;4 403 Ft;50332;818 Ft;8;14;19;23;26;27;33;6;10;11;14;24;29;34
2005;43;2005.10.26.;0;0 Ft;134;125 078 Ft;4447;3 769 Ft;57215;781 Ft;7;19;22;25;30;32;34;9;14;16;22;23;29;35
2005;42;2005.10.19.;1;34 311 251 Ft;75;228 742 Ft;3545;4 839 Ft;52485;872 Ft;1;9;15;21;24;27;28;1;13;15;22;33;34;35
2005;41;2005.10.12.;2;37 939 283 Ft;63;333 557 Ft;3333;6 305 Ft;54532;1 028 Ft;5;6;8;10;15;30;31;1;14;16;19;33;34;35
2005;40;2005.10.05.;0;0 Ft;68;248 899 Ft;4705;3 597 Ft;57286;788 Ft;1;4;5;6;7;24;31;2;3;5;14;18;22;33
2005;39;2005.09.28.;1;33 477 085 Ft;81;206 649 Ft;3209;5 216 Ft;48431;922 Ft;1;7;14;19;25;30;34;17;19;20;30;32;33;34
2005;38;2005.09.21.;3;72 854 886 Ft;194;104 438 Ft;6040;3 354 Ft;72823;742 Ft;1;2;6;12;18;28;30;4;6;9;11;18;24;27
2005;37;2005.09.14.;0;0 Ft;125;146 069 Ft;3629;5 031 Ft;53522;910 Ft;5;10;11;16;23;24;33;4;5;11;18;20;28;35
2005;36;2005.09.07.;0;0 Ft;45;400 841 Ft;2741;6 581 Ft;45812;1 050 Ft;1;6;10;15;16;22;32;14;15;18;22;25;32;33
2005;35;2005.08.31.;0;0 Ft;83;207 410 Ft;4315;3 990 Ft;56716;809 Ft;4;10;14;15;21;27;35;3;10;13;15;23;29;30
2005;34;2005.08.24.;0;0 Ft;106;164 621 Ft;3853;4 529 Ft;57659;807 Ft;9;11;21;25;27;33;34;1;2;4;5;18;31;33
2005;33;2005.08.17.;0;0 Ft;111;162 704 Ft;4658;3 877 Ft;64379;748 Ft;4;6;17;23;27;28;30;3;5;11;22;29;32;33
2005;32;2005.08.10.;1;386 368 333 Ft;90;326 042 Ft;4910;5 976 Ft;82299;951 Ft;1;6;15;17;19;21;26;8;12;13;15;19;25;35
2005;31;2005.08.03.;0;0 Ft;107;212 922 Ft;5646;4 035 Ft;83966;724 Ft;3;8;9;10;13;17;25;1;2;12;18;19;23;29
2005;30;2005.07.27.;0;0 Ft;141;146 906 Ft;6045;3 427 Ft;80041;690 Ft;7;8;10;12;24;27;30;6;7;13;16;19;29;32
2005;29;2005.07.20.;0;0 Ft;67;261 702 Ft;3744;4 683 Ft;56256;831 Ft;3;10;12;13;14;19;28;5;6;16;20;21;32;35
2005;28;2005.07.13.;0;0 Ft;85;209 135 Ft;3347;5 311 Ft;50289;943 Ft;5;6;10;15;20;23;26;6;8;14;26;28;32;35
2005;27;2005.07.06.;0;0 Ft;106;158 081 Ft;4627;3 621 Ft;47442;942 Ft;1;2;3;5;6;9;21;5;9;15;20;25;30;32
2005;26;2005.06.29.;0;0 Ft;108;146 686 Ft;3554;4 458 Ft;51460;821 Ft;2;3;6;9;10;12;14;3;9;10;17;18;31;35
2005;25;2005.06.22.;0;0 Ft;79;202 526 Ft;3304;4 842 Ft;52326;815 Ft;2;5;9;16;17;18;25;1;3;5;8;23;28;32
2005;24;2005.06.15.;0;0 Ft;70;228 994 Ft;3034;5 283 Ft;45161;947 Ft;14;21;24;26;27;29;31;1;5;14;15;22;34;35
2005;23;2005.06.08.;0;0 Ft;114;139 523 Ft;4362;3 646 Ft;60496;701 Ft;2;17;19;21;23;27;32;5;6;18;19;28;31;35
2005;22;2005.06.01.;1;30 603 521 Ft;131;116 807 Ft;4115;3 719 Ft;52609;776 Ft;5;9;12;18;26;30;32;2;5;9;20;27;29;33
2005;21;2005.05.25.;1;136 464 972 Ft;68;243 130 Ft;3667;4 509 Ft;51662;853 Ft;10;11;14;22;27;32;35;6;7;13;16;18;26;32
2005;20;2005.05.18.;0;0 Ft;47;346 171 Ft;3029;5 371 Ft;51276;846 Ft;16;17;18;21;25;29;34;2;7;13;14;16;19;21
2005;19;2005.05.11.;0;0 Ft;69;288 236 Ft;3159;6 296 Ft;51933;1 021 Ft;5;6;8;15;25;29;30;3;6;10;16;17;20;22
2005;18;2005.05.04.;0;0 Ft;123;126 353 Ft;4592;3 384 Ft;62055;668 Ft;4;7;10;29;31;32;34;3;7;12;13;22;30;33
2005;17;2005.04.27.;1;144 990 742 Ft;56;300 758 Ft;3287;5 124 Ft;50806;884 Ft;3;18;19;25;30;32;35;7;10;14;15;27;32;35
2005;16;2005.04.20.;0;0 Ft;54;312 447 Ft;2994;5 635 Ft;48411;929 Ft;4;14;16;19;27;28;33;15;21;22;24;27;28;30
2005;15;2005.04.13.;0;0 Ft;59;287 015 Ft;3729;4 541 Ft;57223;789 Ft;6;9;11;13;21;26;34;4;10;11;13;14;18;27
