1980;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;28;45;49;55;70
1980;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;24;46;70;84
1980;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;34;64;70;74;87
1980;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;19;46;52;53
1980;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;26;49;62;63;74
1980;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;6;44;45;53
1980;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;8;20;32;79
1980;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;10;15;46;75
1980;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;16;21;23;30
1980;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;15;39;52;84
1980;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;41;52;77;87
1980;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;14;47;75;86
1980;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;13;46;54;56
1980;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;12;32;40;52
1980;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;19;71;76;83
1980;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;18;23;32;46;64
1980;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;32;40;47;79
1980;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;25;39;42;77
1980;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;36;48;62;65;69
1980;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;28;51;59;64
1980;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;48;59;65;68;90
1980;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;18;72;80;90
1980;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;13;37;56;89
1980;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;25;27;42;71
1980;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;9;14;15;80
1980;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;18;27;39;43
1980;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;25;36;51;55
1980;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;13;17;22;24
1980;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;43;45;72;87
1980;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;23;27;35;42
1980;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;11;21;68;79;81
1980;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;18;21;29;66;80
1980;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;18;31;47;64;76
1980;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;22;29;59;60
1980;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;25;33;53;59
1980;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;40;58;59;87
1980;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;46;59;60;81
1980;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;23;34;55;66
1980;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;31;64;66;77
1980;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;23;50;64;90
1980;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;38;43;69;81
1980;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;18;64;70;86;90
1980;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;11;12;54;56;82
1980;9;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;17;41;62;72
1980;8;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;32;82;84;87
1980;7;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;24;35;73;78
1980;6;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;7;14;20;40
1980;5;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;17;53;56;59
1980;4;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;13;25;66;86
1980;3;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;36;53;54;87
1980;2;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;51;54;73;75
1980;1;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;46;55;69;71
