2016;24;2016.06.18.;0;0 Ft;22;2 572 455 Ft;3019;19 850 Ft;81331;1 435 Ft;2;39;69;72;74
2016;23;2016.06.11.;0;0 Ft;51;1 135 310 Ft;3979;15 410 Ft;109198;1 090 Ft;3;7;32;41;58
2016;22;2016.06.04.;0;0 Ft;45;1 204 000 Ft;1940;29 570 Ft;61830;1 805 Ft;22;42;62;82;84
2016;21;2016.05.28.;0;0 Ft;34;1 574 275 Ft;3080;18 400 Ft;85366;1 290 Ft;4;27;41;72;88
2016;20;2016.05.21.;0;0 Ft;19;2 898 540 Ft;2494;23 380 Ft;82121;1 380 Ft;9;10;36;50;78
2016;19;2016.05.14.;0;0 Ft;47;1 335 815 Ft;3078;21 595 Ft;90641;1 425 Ft;6;18;51;59;64
2016;18;2016.05.07.;0;0 Ft;27;1 962 430 Ft;2619;21 420 Ft;76790;1 420 Ft;22;24;43;64;90
2016;17;2016.04.30.;0;0 Ft;20;2 589 425 Ft;2009;27 295 Ft;68627;1 555 Ft;43;45;56;66;82
2016;16;2016.04.23.;0;0 Ft;59;867 925 Ft;4222;12 840 Ft;90446;1 165 Ft;24;36;44;63;68
2016;15;2016.04.16.;1;783 562 710 Ft;42;1 400 670 Ft;3494;17 825 Ft;91530;1 325 Ft;8;33;57;62;66
2016;14;2016.04.09.;0;0 Ft;55;1 048 870 Ft;4051;15 080 Ft;100024;1 185 Ft;5;22;25;67;87
2016;13;2016.04.02.;0;0 Ft;42;1 275 090 Ft;3017;18 795 Ft;89284;1 235 Ft;1;23;27;42;84
2016;12;2016.03.26.;0;0 Ft;24;2 312 945 Ft;2466;23 835 Ft;68958;1 655 Ft;16;38;54;84;90
2016;11;2016.03.19.;0;0 Ft;42;1 273 500 Ft;3342;16 945 Ft;84873;1 295 Ft;15;36;45;58;72
2016;10;2016.03.12.;0;0 Ft;38;1 498 460 Ft;3048;19 780 Ft;79578;1 475 Ft;28;30;35;56;84
2016;9;2016.03.05.;0;0 Ft;22;2 506 310 Ft;1742;33 515 Ft;61425;1 850 Ft;38;39;52;79;85
2016;8;2016.02.27.;0;0 Ft;26;2 033 510 Ft;3115;17 970 Ft;81826;1 330 Ft;27;35;51;57;59
2016;7;2016.02.20.;1;467 849 960 Ft;22;2 595 460 Ft;2904;20 820 Ft;86952;1 350 Ft;24;43;44;48;58
2016;6;2016.02.13.;0;0 Ft;29;2 039 795 Ft;3344;18 730 Ft;97329;1 250 Ft;11;15;23;43;87
2016;5;2016.02.06.;0;0 Ft;30;1 910 065 Ft;2955;20 530 Ft;86050;1 370 Ft;11;15;26;39;78
2016;4;2016.01.30.;0;0 Ft;16;3 384 925 Ft;1729;33 165 Ft;60555;1 840 Ft;48;55;62;69;80
2016;3;2016.01.23.;1;1 496 723 740 Ft;46;1 481 290 Ft;3797;19 000 Ft;107680;1 305 Ft;11;27;55;68;80
2016;2;2016.01.16.;0;0 Ft;36;1 909 780 Ft;3963;18 370 Ft;119122;1 455 Ft;7;18;53;54;85
2016;1;2016.01.09.;0;0 Ft;25;2 442 905 Ft;2916;22 175 Ft;88545;1 420 Ft;3;50;52;59;74
