2001;52;;0;0 Ft;2;5 368 484 Ft;56;191 732 Ft;3056;3 513 Ft;52541;715 Ft;8;12;16;17;25;35;14
2001;51;;0;0 Ft;4;2 630 290 Ft;43;244 678 Ft;3398;3 096 Ft;59242;622 Ft;3;7;31;34;38;41;24
2001;50;;0;0 Ft;1;21 168 431 Ft;26;391 438 Ft;1772;5 743 Ft;35029;1 017 Ft;2;14;20;21;29;43;3
2001;49;;0;0 Ft;0;0 Ft;101;108 822 Ft;3863;2 845 Ft;56792;677 Ft;10;16;27;30;32;42;11
2001;48;;0;0 Ft;1;19 582 033 Ft;42;230 593 Ft;2755;3 515 Ft;47968;707 Ft;4;6;13;22;41;44;19
2001;47;;0;0 Ft;0;0 Ft;40;247 428 Ft;2064;4 795 Ft;40408;857 Ft;2;8;9;27;36;40;1
2001;46;;0;0 Ft;1;25 596 834 Ft;38;244 669 Ft;1864;4 988 Ft;38097;854 Ft;6;7;27;28;36;43;17
2001;45;;0;0 Ft;0;0 Ft;41;209 072 Ft;2586;3 315 Ft;43565;689 Ft;3;23;31;38;39;43;44
2001;44;;0;0 Ft;0;0 Ft;15;515 163 Ft;1019;7 583 Ft;22818;1 185 Ft;8;14;15;33;34;36;30
2001;43;;0;0 Ft;2;3 726 857 Ft;42;177 469 Ft;1986;3 753 Ft;33701;774 Ft;7;14;16;21;40;45;33
2001;42;;0;0 Ft;2;7 606 364 Ft;50;152 422 Ft;2625;2 903 Ft;39271;679 Ft;2;7;12;14;17;30;13
2001;41;;0;0 Ft;0;0 Ft;33;230 049 Ft;1715;4 427 Ft;30609;868 Ft;8;12;25;29;30;43;28
2001;40;;0;0 Ft;2;3 645 811 Ft;21;347 220 Ft;1219;5 982 Ft;25925;984 Ft;8;10;16;38;41;42;40
2001;39;;1;183 478 686 Ft;1;15 531 216 Ft;58;134 001 Ft;3804;2 043 Ft;44804;607 Ft;1;9;10;25;27;33;37
2001;38;;0;0 Ft;0;0 Ft;33;235 126 Ft;1851;4 192 Ft;32724;830 Ft;8;23;29;30;33;41;28
2001;37;;0;0 Ft;1;15 461 957 Ft;53;147 169 Ft;2405;3 243 Ft;38090;717 Ft;6;9;22;27;34;43;30
2001;36;;0;0 Ft;0;0 Ft;25;306 480 Ft;1605;4 774 Ft;30754;872 Ft;2;21;22;27;39;42;37
2001;35;;0;0 Ft;1;7 342 541 Ft;32;229 454 Ft;2070;3 547 Ft;36514;704 Ft;13;15;18;25;32;43;44
2001;34;;0;0 Ft;2;3 521 253 Ft;58;121 423 Ft;1878;3 750 Ft;29472;836 Ft;18;22;32;35;39;43;1
2001;33;;0;0 Ft;1;21 422 658 Ft;42;167 720 Ft;2237;3 149 Ft;40072;615 Ft;17;21;25;31;37;38;10
2001;32;;1;74 992 194 Ft;0;0 Ft;28;262 396 Ft;1326;5 541 Ft;24058;1 069 Ft;2;15;20;30;42;44;35
