2009;53;2010.01.03.;0;0 Ft;0;0 Ft;88;154 435 Ft;3209;4 235 Ft;46249;1 030 Ft;9;14;16;26;34;38;
2009;52;2009.12.27.;0;0 Ft;0;0 Ft;50;235 255 Ft;2298;5 120 Ft;38741;1 065 Ft;7;16;21;29;30;42;
2009;51;2009.12.20.;1;57 151 810 Ft;0;0 Ft;76;167 110 Ft;2580;4 925 Ft;41854;1 060 Ft;1;4;10;13;15;19;
2009;50;2009.12.13.;1;122 068 665 Ft;0;0 Ft;50;275 330 Ft;2863;4 810 Ft;49054;980 Ft;7;13;34;40;43;45;
2009;49;2009.12.06.;0;0 Ft;0;0 Ft;77;173 505 Ft;3442;3 880 Ft;55650;840 Ft;3;11;12;32;33;44;
2009;48;2009.11.29.;1;380 026 165 Ft;0;0 Ft;68;213 740 Ft;4180;3 475 Ft;61015;835 Ft;5;7;21;23;28;32;
2009;47;2009.11.22.;0;0 Ft;0;0 Ft;34;429 245 Ft;1905;7 660 Ft;37932;1 345 Ft;6;16;22;23;24;43;
2009;46;2009.11.15.;0;0 Ft;0;0 Ft;35;453 420 Ft;2425;6 545 Ft;49572;1 120 Ft;8;9;17;22;23;42;
2009;45;2009.11.08.;0;0 Ft;0;0 Ft;39;349 135 Ft;2072;6 570 Ft;38453;1 240 Ft;1;5;19;32;37;38;
2009;44;2009.11.01.;0;0 Ft;0;0 Ft;45;289 325 Ft;2483;5 245 Ft;44133;1 035 Ft;8;9;10;19;35;45;
2009;43;2009.10.25.;0;0 Ft;0;0 Ft;61;210 095 Ft;2991;4 285 Ft;43517;1 030 Ft;14;18;20;23;33;42;
2009;42;2009.10.18.;1;345 753 685 Ft;0;0 Ft;70;231 335 Ft;3361;4 820 Ft;53821;1 055 Ft;4;8;10;12;28;38;
2009;41;2009.10.11.;0;0 Ft;0;0 Ft;45;335 360 Ft;2991;5 045 Ft;59030;895 Ft;12;13;21;26;32;33;
2009;40;2009.10.04.;0;0 Ft;0;0 Ft;39;376 870 Ft;2417;6 080 Ft;40260;1 280 Ft;1;6;12;28;32;36;
2009;39;2009.09.27.;0;0 Ft;0;0 Ft;80;178 675 Ft;3459;4 130 Ft;50101;1 000 Ft;13;24;32;33;36;42;
2009;38;2009.09.20.;0;0 Ft;0;0 Ft;35;396 885 Ft;2008;6 920 Ft;33867;1 435 Ft;6;15;29;35;38;43;
2009;37;2009.09.13.;2;96 006 680 Ft;0;0 Ft;163;90 650 Ft;5087;2 905 Ft;65913;785 Ft;2;10;18;23;27;33;
2009;36;2009.09.06.;0;0 Ft;0;0 Ft;77;184 905 Ft;3000;4 745 Ft;46375;1 075 Ft;7;9;20;22;38;42;
2009;35;2009.08.30.;0;0 Ft;0;0 Ft;36;379 345 Ft;2096;6 515 Ft;40564;1 180 Ft;3;19;20;28;35;37;
2009;34;2009.08.23.;1;259 685 215 Ft;0;0 Ft;26;535 410 Ft;1535;9 070 Ft;30820;1 580 Ft;1;2;14;15;27;38;
2009;33;2009.08.16.;0;0 Ft;0;0 Ft;141;114 960 Ft;5314;3 050 Ft;70272;805 Ft;5;9;12;20;31;33;
