1995;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;24;26;30;33;34;15
1995;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;31;32;35;36;41;14
1995;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;12;18;34;38;45;10
1995;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;6;13;17;29;39;45
1995;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;9;15;16;35;39;38
1995;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;19;20;28;34;35;15
1995;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;26;28;29;39;40;13
1995;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;11;22;30;34;35;23
1995;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;9;18;20;28;31;40
1995;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;10;29;30;32;40;35
1995;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;14;27;37;38;40;22
1995;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;14;18;28;40;43;23
1995;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;8;9;20;26;44;39
1995;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;21;22;27;28;43;23
1995;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;22;28;31;41;45;36
1995;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;21;23;30;32;41;37
1995;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;6;12;22;36;44;29
1995;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;25;27;29;31;34;39;24
1995;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;12;21;22;23;26;14
1995;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;18;23;32;34;41;33
1995;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;8;24;32;41;42;23
1995;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;4;8;9;11;35;26
1995;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;13;15;20;30;40;14
1995;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;12;37;40;42;44;35
1995;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;18;26;27;33;44;39
1995;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;3;10;11;18;36;28
1995;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;10;16;22;24;25;37
1995;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;16;23;29;31;36;28
1995;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;27;28;32;35;40;44;4
1995;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;2;18;27;37;43;9
1995;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;13;15;21;25;38;3
1995;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;22;31;36;37;45;32
1995;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;20;22;27;29;39;31
1995;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;25;29;38;39;44;30
1995;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;10;18;20;37;40;4
1995;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;7;23;34;36;39;15
1995;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;28;30;36;41;44;14
1995;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;8;16;23;39;42;38
1995;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;18;23;30;32;36;15
1995;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;17;18;20;21;35;10
1995;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;13;22;27;30;34;20
1995;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;19;23;24;26;37;41
1995;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;23;26;33;39;45;8
1995;9;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;18;20;37;39;45;27
1995;8;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;20;25;28;36;43;13
1995;7;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;27;34;37;39;43;6
