2009;53;2009.12.30.;0;0 Ft;98;151 825 Ft;3520;4 225 Ft;47819;910 Ft;6;14;18;19;26;28;30;5;12;14;22;26;28;34
2009;52;2009.12.23.;0;0 Ft;106;133 955 Ft;3769;3 765 Ft;50640;820 Ft;4;6;7;25;27;29;32;3;6;9;11;15;18;25
2009;51;2009.12.16.;1;31 247 930 Ft;42;336 000 Ft;2411;5 855 Ft;39832;1 040 Ft;5;9;10;18;22;25;26;5;7;8;12;26;30;32
2009;50;2009.12.09.;1;140 339 495 Ft;74;221 120 Ft;3291;4 970 Ft;50341;950 Ft;5;9;15;24;26;30;35;2;3;6;18;24;33;34
2009;49;2009.12.02.;0;0 Ft;49;310 295 Ft;3002;5 065 Ft;48944;910 Ft;8;9;11;24;25;30;34;9;12;13;14;23;28;35
2009;48;2009.11.25.;0;0 Ft;45;317 710 Ft;2323;6 155 Ft;38880;1 075 Ft;1;2;4;9;15;26;29;12;13;14;16;25;27;28
2009;47;2009.11.18.;0;0 Ft;51;281 445 Ft;2556;5 615 Ft;42148;995 Ft;4;10;11;12;13;15;19;13;18;20;22;32;33;34
2009;46;2009.11.11.;1;31 510 235 Ft;59;241 195 Ft;3013;4 725 Ft;45280;920 Ft;4;12;23;24;28;33;34;7;11;16;20;22;24;34
2009;45;2009.11.04.;1;31 296 105 Ft;65;217 440 Ft;2893;4 885 Ft;41526;995 Ft;6;15;20;24;29;32;33;4;10;17;19;24;28;35
2009;44;2009.10.28.;1;138 347 960 Ft;67;229 240 Ft;3767;4 075 Ft;54396;825 Ft;6;8;17;18;22;24;26;3;6;7;8;9;17;32
2009;43;2009.10.21.;0;0 Ft;88;175 540 Ft;3936;3 925 Ft;56010;810 Ft;3;4;6;18;27;32;34;7;8;19;21;22;25;33
2009;42;2009.10.14.;0;0 Ft;146;115 385 Ft;4046;4 165 Ft;54473;905 Ft;2;12;13;15;21;32;33;11;18;19;21;23;31;34
2009;41;2009.10.07.;0;0 Ft;60;247 110 Ft;2941;5 040 Ft;49137;885 Ft;2;5;7;18;31;33;34;3;4;7;8;29;30;35
2009;40;2009.09.30.;2;33 264 775 Ft;89;167 735 Ft;4092;3 650 Ft;50884;860 Ft;1;5;13;18;19;20;31;1;5;6;7;9;10;19
2009;39;2009.09.23.;0;0 Ft;57;265 210 Ft;2519;6 000 Ft;41545;1 065 Ft;3;5;7;10;15;20;32;10;11;26;27;32;34;35
2009;38;2009.09.16.;1;33 988 220 Ft;75;204 660 Ft;3850;3 985 Ft;52732;850 Ft;3;5;14;15;18;28;31;1;4;8;18;22;24;26
2009;37;2009.09.09.;1;65 152 430 Ft;129;123 485 Ft;5365;2 970 Ft;53619;870 Ft;2;4;5;27;29;30;32;4;8;9;13;18;23;28
2009;36;2009.09.02.;0;0 Ft;38;355 105 Ft;2240;6 025 Ft;38449;1 030 Ft;2;19;25;27;28;30;31;6;11;12;13;20;33;35
2009;35;2009.08.26.;1;29 014 885 Ft;85;154 160 Ft;3114;4 210 Ft;44919;855 Ft;2;6;8;11;20;29;33;2;5;8;9;12;15;27
2009;34;2009.08.19.;1;67 350 505 Ft;143;100 075 Ft;3962;3 610 Ft;55139;760 Ft;10;13;17;19;23;28;33;2;9;25;29;31;32;34
2009;33;2009.08.12.;0;0 Ft;100;161 055 Ft;4408;3 655 Ft;60124;785 Ft;3;7;8;12;15;17;29;2;10;11;19;25;28;34
2009;32;2009.08.05.;1;121 902 680 Ft;77;187 630 Ft;3038;4 755 Ft;43608;970 Ft;4;8;10;11;19;30;33;1;18;19;20;32;33;35
2009;31;2009.07.29.;0;0 Ft;69;197 785 Ft;3158;4 320 Ft;43657;915 Ft;4;14;16;27;28;30;31;3;4;18;22;25;29;32
2009;30;2009.07.22.;0;0 Ft;77;175 295 Ft;3108;4 345 Ft;47120;840 Ft;4;8;9;24;28;30;33;4;5;8;10;13;22;24
2009;29;2009.07.15.;0;0 Ft;81;166 175 Ft;3671;3 665 Ft;51703;760 Ft;2;6;7;9;12;23;29;1;13;19;23;26;28;31
2009;28;2009.07.08.;1;29 724 450 Ft;64;209 750 Ft;3028;4 435 Ft;42964;915 Ft;5;15;18;20;27;31;33;1;5;11;18;26;27;29
2009;27;2009.07.01.;1;91 118 840 Ft;58;235 880 Ft;2808;4 870 Ft;44457;900 Ft;7;9;10;15;19;25;32;4;14;21;27;28;29;35
2009;26;2009.06.24.;0;0 Ft;72;192 810 Ft;2876;4 825 Ft;41923;970 Ft;1;2;7;17;20;30;31;10;13;19;24;26;28;30
2009;25;2009.06.17.;0;0 Ft;75;181 165 Ft;2977;4 565 Ft;43218;920 Ft;2;9;14;16;21;25;28;10;12;13;19;21;25;30
2009;24;2009.06.10.;1;60 847 435 Ft;57;248 980 Ft;2193;6 470 Ft;35866;1 160 Ft;2;6;21;26;28;30;32;1;9;22;24;26;30;35
2009;23;2009.06.03.;0;0 Ft;92;144 430 Ft;3894;3 410 Ft;48874;795 Ft;13;16;21;31;33;34;35;4;7;8;14;16;28;34
2009;22;2009.05.27.;3;20 385 755 Ft;79;174 860 Ft;3263;4 235 Ft;45218;895 Ft;4;7;11;20;22;27;31;6;8;10;11;18;20;25
2009;21;2009.05.20.;0;0 Ft;77;179 295 Ft;3469;3 980 Ft;49219;820 Ft;1;2;14;20;24;30;31;3;7;13;16;17;18;33
2009;20;2009.05.13.;2;66 710 945 Ft;87;180 250 Ft;3589;4 370 Ft;52534;875 Ft;1;5;9;15;19;26;27;5;6;13;18;28;30;31
2009;19;2009.05.06.;0;0 Ft;74;220 155 Ft;2986;5 455 Ft;50176;950 Ft;4;11;12;30;31;33;35;7;16;17;24;29;34;35
2009;18;2009.04.29.;0;0 Ft;85;165 510 Ft;2791;5 040 Ft;42545;970 Ft;18;24;27;29;32;33;35;2;7;10;15;25;26;32
2009;17;2009.04.22.;0;0 Ft;67;212 140 Ft;3585;3 965 Ft;48171;865 Ft;1;4;9;14;23;24;29;4;8;9;10;13;23;31
2009;16;2009.04.15.;1;288 968 230 Ft;89;180 545 Ft;4126;3 895 Ft;56439;835 Ft;1;8;16;18;20;24;26;3;7;9;12;15;17;35
2009;15;2009.04.08.;0;0 Ft;63;285 415 Ft;3048;5 900 Ft;48733;1 080 Ft;2;4;6;7;20;22;35;5;15;28;32;33;34;35
2009;14;2009.04.01.;0;0 Ft;38;424 115 Ft;2790;5 775 Ft;45315;1 040 Ft;9;10;11;13;14;20;22;12;15;19;20;21;24;31
2009;13;2009.03.25.;0;0 Ft;108;150 230 Ft;4280;3 790 Ft;59437;800 Ft;1;9;19;25;27;32;35;5;8;11;13;21;22;23
2009;12;2009.03.18.;0;0 Ft;44;368 275 Ft;2273;7 130 Ft;43507;1 090 Ft;2;16;21;22;23;27;29;14;18;19;21;22;34;35
2009;11;2009.03.11.;0;0 Ft;54;336 430 Ft;3056;5 945 Ft;54631;975 Ft;2;13;14;16;17;19;25;8;9;11;14;15;21;33
2009;10;2009.03.04.;0;0 Ft;86;175 735 Ft;3154;4 790 Ft;46193;960 Ft;1;3;7;11;16;29;35;6;20;23;24;25;29;33
2009;9;2009.02.25.;0;0 Ft;70;208 945 Ft;3105;4 710 Ft;47864;895 Ft;6;7;8;13;27;31;34;6;13;16;21;24;26;34
2009;8;2009.02.18.;1;103 018 330 Ft;76;208 605 Ft;3479;4 555 Ft;49552;935 Ft;5;10;13;19;25;26;34;1;2;4;14;16;23;29
2009;7;2009.02.11.;0;0 Ft;72;217 040 Ft;3233;4 835 Ft;50072;915 Ft;2;5;18;23;26;34;35;1;5;11;13;17;26;28
2009;6;2009.02.04.;0;0 Ft;37;406 585 Ft;2547;5 905 Ft;41499;1 060 Ft;6;7;12;14;25;26;29;1;4;6;10;12;30;31
2009;5;2009.01.28.;1;145 692 625 Ft;177;89 375 Ft;5739;2 755 Ft;68707;675 Ft;3;4;8;12;14;18;24;3;7;9;10;15;17;18
2009;4;2009.01.21.;0;0 Ft;55;290 275 Ft;3043;5 245 Ft;50015;935 Ft;1;3;4;7;14;15;29;7;10;11;14;15;20;25
2009;3;2009.01.14.;0;0 Ft;34;450 850 Ft;1961;7 815 Ft;35485;1 265 Ft;19;20;26;27;30;31;35;4;9;14;16;32;33;34
2009;2;2009.01.07.;0;0 Ft;118;141 110 Ft;5365;3 105 Ft;71237;685 Ft;7;9;11;17;18;27;35;1;9;13;14;18;24;34
