2000;52;;0;0 Ft;0;0 Ft;80;102 117 Ft;3512;2 326 Ft;53822;531 Ft;1;5;9;24;35;45;33
2000;51;;0;0 Ft;3;4 944 989 Ft;118;64 021 Ft;4812;1 570 Ft;61260;432 Ft;7;19;28;30;31;43;36
2000;50;;0;0 Ft;0;0 Ft;27;269 649 Ft;1720;4 233 Ft;33084;770 Ft;1;4;18;36;37;42;26
2000;49;;0;0 Ft;2;3 586 480 Ft;100;71 730 Ft;3903;1 838 Ft;55504;452 Ft;1;5;9;12;25;28;32
2000;48;;0;0 Ft;1;7 565 609 Ft;81;93 403 Ft;3698;2 046 Ft;56113;472 Ft;1;8;11;23;25;27;12
2000;47;;0;0 Ft;2;3 320 848 Ft;80;83 021 Ft;3578;1 856 Ft;50857;457 Ft;4;13;27;39;41;45;37
2000;46;;1;225 775 505 Ft;1;28 171 411 Ft;26;286 480 Ft;2497;2 983 Ft;44270;589 Ft;8;12;18;21;22;37;31
2000;45;;0;0 Ft;0;0 Ft;28;259 012 Ft;2060;3 521 Ft;40449;628 Ft;1;4;22;25;26;41;40
2000;44;;0;0 Ft;0;0 Ft;42;161 286 Ft;2620;2 585 Ft;47602;498 Ft;21;23;24;27;34;38;26
2000;43;;0;0 Ft;0;0 Ft;14;478 328 Ft;1481;4 522 Ft;31294;749 Ft;8;31;36;37;39;41;29
2000;42;;0;0 Ft;2;10 890 867 Ft;44;154 726 Ft;3177;2 143 Ft;50277;474 Ft;17;25;26;31;32;40;29
2000;41;;0;0 Ft;0;0 Ft;42;196 571 Ft;2179;3 789 Ft;41317;699 Ft;15;17;34;39;41;44;38
2000;40;;0;0 Ft;0;0 Ft;48;139 954 Ft;2143;3 135 Ft;39244;599 Ft;23;26;27;28;39;44;18
2000;39;;0;0 Ft;1;7 293 093 Ft;38;191 924 Ft;2120;3 440 Ft;39996;638 Ft;3;5;22;28;34;40;20
2000;38;;0;0 Ft;2;3 630 525 Ft;141;51 497 Ft;5351;1 357 Ft;64461;394 Ft;12;13;17;26;32;41;43
2000;37;;1;169 196 116 Ft;3;2 618 404 Ft;40;196 380 Ft;2600;3 021 Ft;49637;554 Ft;2;4;9;14;37;39;20
2000;36;;0;0 Ft;2;3 983 723 Ft;35;227 641 Ft;2363;3 372 Ft;46311;602 Ft;4;10;11;16;22;42;35
2000;35;;0;0 Ft;2;3 731 901 Ft;36;207 328 Ft;2327;3 207 Ft;43472;601 Ft;4;24;25;26;29;45;35
2000;34;;0;0 Ft;1;6 852 108 Ft;57;120 212 Ft;2870;2 387 Ft;47109;509 Ft;12;13;17;30;32;42;35
2000;33;;0;0 Ft;1;12 488 895 Ft;28;223 462 Ft;1802;3 472 Ft;35489;617 Ft;6;12;13;14;32;40;8
2000;32;;0;0 Ft;0;0 Ft;65;95 876 Ft;2591;2 405 Ft;33292;655 Ft;5;14;15;25;35;39;2
2000;31;;1;43 035 572 Ft;1;18 433 620 Ft;50;125 550 Ft;2941;2 134 Ft;43463;506 Ft;8;21;25;28;32;41;24
2000;30;;0;0 Ft;0;0 Ft;48;125 383 Ft;2495;2 412 Ft;40328;522 Ft;2;4;7;12;29;35;5
2000;29;;1;21 482 097 Ft;0;0 Ft;28;219 205 Ft;2071;2 964 Ft;37572;572 Ft;9;26;29;31;34;35;43
2000;28;;1;108 003 684 Ft;2;6 344 385 Ft;70;92 832 Ft;2662;2 441 Ft;44371;513 Ft;8;13;23;29;32;34;21
2000;27;;0;0 Ft;0;0 Ft;39;158 732 Ft;1890;3 275 Ft;31909;679 Ft;10;14;30;33;36;44;4
2000;26;;0;0 Ft;1;6 100 096 Ft;25;244 004 Ft;1504;4 056 Ft;30991;689 Ft;1;3;4;41;42;45;17
2000;25;;0;0 Ft;2;3 007 295 Ft;48;125 304 Ft;2465;2 440 Ft;40219;523 Ft;3;15;17;27;28;43;13
2000;24;;0;0 Ft;1;19 863 312 Ft;46;131 625 Ft;2537;2 387 Ft;39267;540 Ft;4;6;8;14;23;40;20
2000;23;;1;229 481 784 Ft;0;0 Ft;67;104 400 Ft;2963;2 361 Ft;45350;540 Ft;1;4;10;24;26;28;42
2000;22;;0;0 Ft;0;0 Ft;89;76 559 Ft;4388;1 553 Ft;58449;408 Ft;4;6;9;12;24;35;10
2000;21;;0;0 Ft;1;6 560 480 Ft;28;234 303 Ft;1884;3 482 Ft;37470;613 Ft;7;22;28;30;32;35;16
2000;20;;0;0 Ft;1;19 200 993 Ft;42;157 042 Ft;2185;3 019 Ft;39480;585 Ft;9;10;31;35;44;45;41
2000;19;;0;0 Ft;0;0 Ft;39;164 132 Ft;2137;2 995 Ft;44086;508 Ft;9;10;32;33;37;40;30
2000;18;;0;0 Ft;0;0 Ft;37;167 678 Ft;1855;3 345 Ft;33825;642 Ft;6;12;15;33;36;39;32
2000;17;;0;0 Ft;2;6 173 935 Ft;27;226 055 Ft;1846;3 306 Ft;34182;625 Ft;12;22;23;33;34;41;5
2000;16;;0;0 Ft;0;0 Ft;12;520 366 Ft;1392;4 486 Ft;30416;719 Ft;6;28;33;34;43;44;22
2000;15;;1;214 380 238 Ft;2;3 454 059 Ft;116;59 553 Ft;4279;1 614 Ft;59345;407 Ft;7;11;22;24;32;37;18
2000;14;;0;0 Ft;1;6 851 167 Ft;24;285 465 Ft;1634;4 193 Ft;33963;706 Ft;1;6;20;27;33;36;19
2000;13;;0;0 Ft;1;20 244 159 Ft;21;319 034 Ft;1634;4 100 Ft;32193;728 Ft;8;22;23;26;36;44;45
2000;12;;0;0 Ft;0;0 Ft;34;197 805 Ft;2148;3 131 Ft;39844;591 Ft;3;12;14;20;21;22;40
2000;11;;0;0 Ft;0;0 Ft;28;243 538 Ft;1557;4 380 Ft;35166;679 Ft;4;22;25;26;30;36;7
2000;10;;0;0 Ft;1;6 915 332 Ft;68;101 696 Ft;2548;2 714 Ft;44678;542 Ft;23;28;31;33;41;45;9
2000;9;;0;0 Ft;1;6 866 474 Ft;42;163 487 Ft;2732;2 513 Ft;45994;523 Ft;3;17;22;29;32;34;2
2000;8;;0;0 Ft;1;6 704 934 Ft;40;167 623 Ft;2278;2 943 Ft;41645;564 Ft;7;8;15;18;32;40;21
2000;7;;0;0 Ft;2;7 169 323 Ft;39;173 367 Ft;2415;2 800 Ft;42901;552 Ft;3;5;8;20;37;45;13
2000;6;;1;175 701 234 Ft;0;0 Ft;96;78 931 Ft;4556;1 663 Ft;64935;408 Ft;1;7;9;13;18;34;14
