1997;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;33;45;66;81
1997;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;5;13;55;78
1997;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;54;60;61;90
1997;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;51;70;71;73
1997;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;57;59;67;88;90
1997;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;36;40;42;62;66
1997;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;44;47;79;81
1997;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;28;40;44;52
1997;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;35;44;56;66;70
1997;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;21;25;34;75
1997;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;30;40;41;43;75
1997;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;26;59;75;85
1997;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;31;32;52;64
1997;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;50;55;67;83
1997;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;16;26;39;66
1997;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;22;56;57;80
1997;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;47;48;51;66;83
1997;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;35;44;49;53
1997;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;19;20;70;73
1997;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;11;21;54;63
1997;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;23;76;82;89
1997;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;31;37;44;73;86
1997;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;21;50;59;78;80
1997;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;45;51;56;74
1997;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;11;23;24;31;64
1997;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;11;39;46;50;65
1997;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;11;51;75;86
1997;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;18;57;62;75;77
1997;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;22;27;28;82
1997;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;25;43;56;66;78
1997;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;61;67;71;86
1997;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;19;35;56;64
1997;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;38;58;73;87
1997;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;32;49;72;77
1997;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;25;58;81;88;90
1997;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;30;55;57;64
1997;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;34;42;55;79;85
1997;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;30;33;83;88;89
1997;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;40;62;77;85
1997;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;32;34;78;88;89
1997;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;15;38;60;77
1997;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;19;27;28;75
1997;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;39;43;55;79
1997;9;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;28;38;42;76
1997;8;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;28;30;31;77;86
1997;7;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;14;43;48;54
1997;6;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;40;58;66;69;75
1997;5;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;33;38;46;67;74
1997;4;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;29;40;62;65
1997;3;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;36;38;42;54;66
1997;2;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;26;43;54;56;70
1997;1;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;3;10;25;62
