2006;52;2006.12.30.;0;0 Ft;42;1 203 160 Ft;3933;13 604 Ft;119171;873 Ft;5;21;35;62;76
2006;51;2006.12.23.;0;0 Ft;28;1 800 231 Ft;3056;17 465 Ft;104492;993 Ft;52;54;65;72;88
2006;50;2006.12.16.;0;0 Ft;26;1 825 629 Ft;3070;16 371 Ft;91796;1 065 Ft;14;41;48;50;52
2006;49;2006.12.10.;0;0 Ft;38;1 276 003 Ft;3599;14 265 Ft;100902;989 Ft;4;27;29;74;85
2006;48;2006.12.02.;0;0 Ft;31;1 504 369 Ft;2485;19 871 Ft;74811;1 283 Ft;20;25;31;60;79
2006;47;2006.11.25.;2;134 343 194 Ft;242;201 313 Ft;12412;4 156 Ft;200180;501 Ft;5;13;21;27;81
2006;46;2006.11.18.;0;0 Ft;40;1 231 246 Ft;3454;15 098 Ft;97289;1 042 Ft;14;27;40;52;74
2006;45;2006.11.11.;0;0 Ft;97;559 671 Ft;3869;14 857 Ft;102290;1 093 Ft;25;42;48;73;87
2006;44;2006.11.05.;1;1 546 847 144 Ft;78;781 565 Ft;5468;11 805 Ft;138274;908 Ft;15;17;37;48;57
2006;43;2006.10.28.;0;0 Ft;36;1 621 725 Ft;4009;15 419 Ft;123345;974 Ft;5;24;30;44;57
2006;42;2006.10.21.;0;0 Ft;62;995 998 Ft;4690;13 941 Ft;126333;1 006 Ft;1;6;14;18;88
2006;41;2006.10.14.;0;0 Ft;33;2 039 782 Ft;3987;17 876 Ft;128189;1 081 Ft;3;39;40;82;83
2006;40;2006.10.07.;0;0 Ft;30;1 905 864 Ft;3388;17 869 Ft;100743;1 168 Ft;25;38;40;55;76
2006;39;2006.09.30.;0;0 Ft;17;3 181 564 Ft;2694;21 258 Ft;94588;1 177 Ft;11;12;35;61;76
2006;38;2006.09.23.;0;0 Ft;37;1 378 791 Ft;3814;14 163 Ft;112984;930 Ft;13;37;51;59;61
2006;37;2006.09.16.;0;0 Ft;97;510 164 Ft;6755;7 757 Ft;150886;675 Ft;19;21;42;73;87
2006;36;2006.09.09.;0;0 Ft;43;1 202 701 Ft;3645;15 023 Ft;107390;991 Ft;4;12;45;65;66
2006;35;2006.09.02.;0;0 Ft;20;2 425 292 Ft;3263;15 740 Ft;94713;1 054 Ft;17;38;39;55;85
2006;34;2006.08.26.;0;0 Ft;43;1 124 985 Ft;3214;15 936 Ft;94780;1 051 Ft;16;35;54;65;68
2006;33;2006.08.19.;0;0 Ft;20;2 411 784 Ft;2808;18 188 Ft;97524;1 018 Ft;17;18;66;73;90
2006;32;2006.08.12.;0;0 Ft;40;1 353 964 Ft;3139;18 268 Ft;95617;1 166 Ft;15;22;63;81;89
2006;31;2006.08.05.;0;0 Ft;25;1 930 242 Ft;2872;17 791 Ft;95812;1 037 Ft;13;16;46;65;69
2006;30;2006.07.29.;0;0 Ft;20;2 320 773 Ft;1846;26 623 Ft;66151;1 445 Ft;34;45;76;77;83
2006;29;2006.07.22.;0;0 Ft;26;1 804 312 Ft;2123;23 397 Ft;74157;1 302 Ft;36;44;47;83;89
2006;28;2006.07.15.;1;94 633 831 Ft;56;957 604 Ft;4221;13 452 Ft;112900;978 Ft;2;15;29;73;75
2006;27;2006.07.08.;2;911 493 796 Ft;93;701 457 Ft;7849;8 800 Ft;189884;707 Ft;4;17;19;53;61
2006;26;2006.07.01.;0;0 Ft;26;2 260 633 Ft;2825;22 030 Ft;98918;1 223 Ft;11;62;69;74;90
2006;25;2006.06.24.;0;0 Ft;65;920 223 Ft;4486;14 118 Ft;114646;1 074 Ft;38;49;73;78;83
2006;24;2006.06.17.;0;0 Ft;54;1 192 977 Ft;5389;12 657 Ft;144353;919 Ft;11;17;69;71;80
2006;23;2006.06.10.;0;0 Ft;34;1 959 493 Ft;3111;22 675 Ft;110744;1 239 Ft;1;29;34;73;88
2006;22;2006.06.03.;0;0 Ft;56;1 129 369 Ft;4507;14 858 Ft;126274;1 031 Ft;15;28;35;65;73
2006;21;2006.05.27.;0;0 Ft;60;1 010 486 Ft;5038;12 742 Ft;139783;893 Ft;9;22;55;70;79
2006;20;2006.05.20.;0;0 Ft;61;979 885 Ft;4560;13 879 Ft;126388;974 Ft;10;24;51;57;76
2006;19;2006.05.13.;0;0 Ft;53;1 114 438 Ft;5589;11 190 Ft;138606;877 Ft;12;22;28;56;60
2006;18;2006.05.06.;0;0 Ft;88;596 590 Ft;5305;10 478 Ft;123007;879 Ft;15;23;34;44;67
2006;17;2006.04.29.;0;0 Ft;144;364 445 Ft;9990;5 562 Ft;202010;535 Ft;8;11;13;21;43
