2001;52;;0;0 Ft;33;271 703 Ft;2001;4 481 Ft;33959;704 Ft;7;8;16;18;31;34;35;2;7;8;21;29;34;35
2001;51;;0;0 Ft;52;222 188 Ft;2282;5 063 Ft;38699;796 Ft;16;18;22;24;32;33;35;9;15;17;18;19;24;25
2001;50;;0;0 Ft;77;153 564 Ft;3045;3 883 Ft;48136;655 Ft;2;7;12;14;20;21;24;7;8;9;10;17;23;30
2001;49;;1;172 541 344 Ft;81;158 206 Ft;3448;3 717 Ft;52663;649 Ft;2;3;10;18;23;27;33;1;5;10;11;12;15;28
2001;48;;0;0 Ft;48;278 703 Ft;3097;4 320 Ft;49997;714 Ft;3;4;6;7;9;17;32;4;8;9;15;16;22;26
2001;47;;0;0 Ft;72;187 656 Ft;2977;4 539 Ft;45512;792 Ft;1;6;7;13;25;30;31;4;10;15;18;26;27;35
2001;46;;0;0 Ft;45;269 051 Ft;2360;5 130 Ft;38711;834 Ft;7;10;12;15;16;30;32;9;21;23;26;29;31;34
2001;45;;0;0 Ft;78;143 843 Ft;3168;3 542 Ft;47383;631 Ft;1;11;19;23;25;28;31;3;5;11;12;17;25;29
2001;44;;0;0 Ft;42;265 145 Ft;2038;5 464 Ft;32248;921 Ft;1;9;10;14;20;34;35;2;3;7;11;16;24;30
2001;43;;0;0 Ft;40;252 599 Ft;2320;4 355 Ft;35617;756 Ft;6;17;18;19;28;34;35;1;2;7;14;18;25;30
2001;42;;2;22 681 395 Ft;156;72 962 Ft;4998;2 277 Ft;55822;544 Ft;5;7;12;23;26;27;33;4;8;10;12;18;22;24
2001;41;;0;0 Ft;48;235 403 Ft;2217;5 097 Ft;35132;858 Ft;2;6;8;14;21;27;30;8;9;22;26;30;31;35
2001;40;;1;117 636 228 Ft;60;193 557 Ft;2934;3 958 Ft;43834;707 Ft;3;11;17;18;20;21;24;3;6;16;19;26;28;32
2001;39;;0;0 Ft;54;214 629 Ft;2833;4 091 Ft;44508;694 Ft;1;3;4;19;23;24;34;5;10;13;15;22;32;35
2001;38;;0;0 Ft;83;144 274 Ft;3229;3 708 Ft;45105;708 Ft;11;12;14;17;18;26;35;2;6;8;13;17;23;34
2001;37;;0;0 Ft;46;262 066 Ft;2314;5 210 Ft;37111;866 Ft;7;11;20;22;31;32;33;4;9;14;16;22;26;27
2001;36;;0;0 Ft;60;193 082 Ft;2869;4 038 Ft;46339;667 Ft;2;11;13;14;17;22;28;3;4;5;6;22;24;34
2001;35;;1;45 392 310 Ft;94;123 031 Ft;3665;3 155 Ft;53700;574 Ft;7;9;13;31;32;34;35;2;3;4;13;19;26;28
2001;34;;0;0 Ft;73;152 483 Ft;2886;3 857 Ft;41985;707 Ft;6;10;21;24;31;33;35;3;4;6;8;9;11;17
2001;33;;1;195 293 952 Ft;78;166 319 Ft;3264;3 975 Ft;48426;714 Ft;4;5;11;14;22;27;34;1;8;16;18;19;23;31
2001;32;;0;0 Ft;75;166 272 Ft;3134;3 979 Ft;47349;702 Ft;3;6;14;18;19;28;35;7;14;15;17;19;26;30
2001;31;;0;0 Ft;55;216 119 Ft;2453;4 846 Ft;39890;795 Ft;2;24;25;29;31;32;34;8;11;15;24;26;29;31
2001;30;;0;0 Ft;49;246 717 Ft;2737;4 417 Ft;48527;664 Ft;1;13;15;18;23;27;28;5;18;23;24;25;29;32
2001;29;;0;0 Ft;50;238 917 Ft;2803;4 262 Ft;43378;734 Ft;3;5;10;22;30;31;34;4;12;18;21;24;25;29
2001;28;;0;0 Ft;138;97 891 Ft;4625;2 921 Ft;55663;647 Ft;2;4;6;8;9;14;15;3;5;7;12;14;29;32
2001;27;;0;0 Ft;76;152 489 Ft;2744;4 223 Ft;38773;797 Ft;2;11;14;23;26;29;34;13;14;18;20;26;33;35
2001;26;;0;0 Ft;44;254 181 Ft;2350;4 759 Ft;36762;811 Ft;6;8;17;21;28;32;33;10;12;14;20;25;31;35
2001;25;;1;166 844 934 Ft;134;91 655 Ft;4359;2 818 Ft;52340;626 Ft;2;7;19;23;24;26;33;15;18;21;25;28;31;34
2001;24;;0;0 Ft;47;261 968 Ft;1736;7 092 Ft;28045;1 171 Ft;15;20;21;25;26;31;32;5;6;14;15;25;26;27
2001;23;;0;0 Ft;39;296 696 Ft;2444;4 735 Ft;39135;788 Ft;2;3;4;10;11;15;33;2;6;7;22;27;30;34
2001;22;;0;0 Ft;42;273 175 Ft;2480;4 626 Ft;39561;773 Ft;2;6;8;24;27;28;33;2;10;11;15;16;23;35
2001;21;;0;0 Ft;35;336 406 Ft;2057;5 724 Ft;37211;844 Ft;2;5;23;24;25;28;33;2;10;16;18;20;21;23
2001;20;;0;0 Ft;114;105 121 Ft;3742;3 202 Ft;45104;709 Ft;1;5;11;15;18;22;34;5;6;18;21;25;28;31
2001;19;;0;0 Ft;42;286 330 Ft;2710;4 438 Ft;43696;734 Ft;1;6;15;17;21;27;31;3;4;11;13;15;20;33
2001;18;;1;177 395 742 Ft;74;153 413 Ft;3320;3 419 Ft;45556;665 Ft;3;8;19;20;23;26;32;4;10;12;13;15;23;32
